		14	761.8	24.9
		18	761.3	24.7
		22	762.6	24.8
02/10/1908	Midday: L=5 40' S	2	761.5	24.8
	G=31 49' W	6	761.3	24.9
		10	763.1	25.0
		14	761.6	25.2
		18	761.7	25.0
		22	763.0	25.3
03/10/1908	Midday: L=8 32' S	2	761.7	24.7
	G=33 13' W	6	762.2	25.0
		10	763.9	26.0
		14	762.1	25.5
		18	762.5	25.4
		22	763.5	25.4
04/10/1908	Midday: L=11 10' S	2	762.2	25.5
	G=35 10' W	6	763.9	25.6
		10	764.1	26.1
		14	762.5	25.6
		18	763.1	24.7
		22	764.4	25.3
05/10/1908	Midday: L=13 40' S	2	763.0	24.3
	G=37 01' W	6	764.2	24.6
		10	765.3	25.5
		14	763.5	25.3
		18	763.6	24.8
		22	764.5	24.8
06/10/1908	Midday: L=15 59' S	2	763.3	24.3
	G=39 05' W	6	763.0	24.4
		10	764.7	25.8
		14	763.6	24.0
		18	763.8	22.5
		22	766.6	23.0
07/10/1908	Midday: L=17 21' S	2	763.7	22.9
	G=40 05' W	6	763.9	22.9
		10	766.1	22.7
		14	765.0	23.7
		18	765.9	22.5
		22	768.5	22.7
08/10/1908	Mouille a 14h. A Joacema	2	767.7	22.1
	(Recif d'Icatolomis)	6	768.0	21.9
	"L=16 46' S, G=41 26' W"	10	770.6	23.0
09/10/1908	Apparielle a 15h. de Joacema 	18	765.1	23.4
	pour Rio	22	766.6	23.5
10/10/1908	Midday: L=19 05' S	2	764.6	22.0
	G=41 33' W	6	763.9	22.9
		10	765.1	23.6
		14	763.1	24.8
		18	763.1	23.3
		22	764.7	23.0
11/10/1908	Midday: L=22 15' S	2	763.8	22.9
	G=43 10' W	6	762.8	21.4
		10	764.3	21.0
		14	762.5	20.9
		18	762.4	20.5
		22	763.2	20.3
12/10/1908	Mouille a Rio-de-Janeiro a 11h.	2	762.7	20.5
		6	763.5	17.9

20/10/1908	Apparielle de Rio a 11h.	14	762.6	19.9
		18	763.3	21.5
		22	765.6	21.9
21/10/1908	Midday: L=24 38' S	2	763.2	21.5
	G=46 52' W	6	764.5	20.8
		10	765.9	21.8
		14	764.8	21.5
		18	764.5	21.6
		22	764.8	21.2
22/10/1908	Midday: L=27 14' S	2	763.4	20.8
	G=49 02' W	6	762.9	20.8
		10	764.3	22.2
		14	762.0	22.8
		18	760.9	21.8
		22	761.4	20.8
23/10/1908	Midday: L=30 00' S	2	758.5	20.8
	G=51 18' W	6	755.8	20.2
		10	753.3	21.0
		14	752.3	19.8
		18	754.4	20.3
		22	757.6	19.4
24/10/1908	Midday: L=31 50' S	2	757.8	18.0
	G=52 30' W	6	761.2	17.5
		10	763.0	16.2
		14	763.6	15.8
		18	764.2	15.6
		22	765.0	15.9
25/10/1908	Midday: L=32 46' S	2	764.5	15.7
	G=53 26' W	6	765.0	16.7
		10	765.9	16.7
		14	765.0	17.7
		18	764.3	17.7
		22	763.8	15.9
26/10/1908	Midday: L=34 32' S	2	763.1	15.4
	G=56 10' W	6	763.8	15.6
		10	765.0	14.1
		14	764.4	13.2
		18	764.6	14.0
		22	764.7	13.4
27/10/1908	Midday: L=35 11' S	2	763.0	13.8
	G=59 13' W	6	763.3	14.9
	Mouille a 20h. A Buenos Ayres	10	762.6	14.8
		14	760.7	20.5
		18	758.6	20.9
				
				
24/11/1908	Apparielle a 16h. Le 23 November	2	760.7	17.0
	de Buenos Ayres	6	762.5	18.1
		10	762.4	20.6
		14	760.7	19.0
		18	759.3	17.3
		22	759.8	17.0
25/11/1908	Midday: L=38 43' S	2	757.9	16.6
	G=59 59' W	6	756.9	15.8
		10	756.4	17.4
		14	755.9	14.5
		18	756.9	13.0
		22	757.5	12.0
26/11/1908	Midday: L=40 41' S	2	757.2	12.0
	G=62 15' W	6	758.0	12.0
		10	758.1	16.5
		14	757.7	14.0
		18	755.2	13.3
		22	750.7	13.5
27/11/1908	Midday: L=42 20' S	2	749.3	15.0
	G=64 25 W	6	753.0	12.4
		10	756.6	12.5
		14	757.2	12.0
		18	757.6	12.2
28/11/1908	Midday: L=44 19' S	22	758.2	11.3
	G=66 19' W	2	756.2	11.0
		6	754.9	11.7
		10	753.1	12.0
		14	750.9	12.7
		18	749.9	13.1
		22	750.1	12.5
29/11/1908		2	751.5	10.9
		6	751.7	10.0
		10	748.0	11.0
		14	746.9	13.5
		18	747.4	10.8
		22	748.0	11.8
30/11/1908		2	747.3	9.0
		6	749.2	8.5
		10	750.3	7.9
		14	750.7	9.4
		18	751.9	8.5
		22	753.1	7.6
01/12/1908		2	751.7	6.1
		6	751.7	5.3
		10	749.6	8.0
		14	746.4	9.5
		18	749.6	9.0
				
				
26/02/1910	Dep. De la baie Gregory a 18h.	18	735.3	8.7
	"Midnight: L=51 52' S, G= 70 37'W"	22	735.5	5.9
27/02/1910	Midday: L=50 13' S	2	738.9	7.2
	G=69 47' W	6	744.1	8.6
		10	749.0	9.2
		14	750.6	10.8
		18	753.4	11.1
		22	754.5	10.5
28/02/1910	Midday: L=47 40' S	2	754.5	10.6
	G=67 45' W	6	754.4	10.5
		10	753.2	12.7
		14	751.2	13.9
		18	750.9	13.2
		22	752.7	13.7
01/03/1910	Midday: L=44 30' S	2	754.2	12.1
	G=66 55' W	6	755.6	11.9
		10	755.8	15.0
		14	754.5	16.2
		18	753.5	15.5
		22	753.9	15.2
02/03/1910	Midday: L=42 35' S	2	755.0	15.1
	G=65 20' W	6	756.5	15.2
		10	756.9	16.4
		14	756.7	19.4
		18	757.3	18.2
		22	757.9	15.7
03/03/1910	Midday: L=40 28' S	2	758.7	15.2
	G=62 35' W	6	759.6	15.4
		10	761.2	15.2
		14	761.7	17.4
		18	761.9	16.4
		22	762.9	14.5
04/03/1910	Midday: L=38 30' S	2	763.5	14.4
	G=60 20' W	6	764.3	14.5
		10	765.6	17.0
		14	764.9	18.7
		18	765.0	18.0
		22	765.0	17.0
05/03/1910	Midday: L=36 30' S	2	764.0	17.3
	G=58 45' W	6	764.6	18.2
		10	763.8	21.2
		14	761.6	21.7
		18	759.2	21.0
		22	757.8	21.1
06/03/1910	Midday: L=35 00' S	2	756.3	20.2
	G=58 40' W	6	755.6	18.7
		10	751.8	19.2
		14	751.2	20.4
		18	751.4	20.2
				
				
				


06/04/1910	Depart de Monevideo a 18h.	18	757.2	21.4
		22	757.6	19.6
07/04/1910	Midday: L=34 30' S	2	757.4	19.8
	G=56 00' W	6	758.0	18.4
		10	758.9	18.3
		14	758.2	18.8
		18	758.2	18.6
		22	758.1	18.5
08/04/1910	Midday: L=32 38' S	2	757.3	18.4
	G=53 40' W	6	756.5	17.5
		10	757.2	16.9
		14	757.3	18.5
		18	758.3	20.4
		22	759.9	20.3
09/04/1910	Midday: L=29 36' S	2	761.0	19.8
	G=51 14' W	6	762.1	19.9
		10	764.1	18.5
		14	763.6	20.7
		18	764.1	20.7
		22	765.7	20.9
10/04/1910	Midday: L=26 50' S	2	765.3	21.1
	G=49 14' W	6	765.3	21.8
		10	767.1	23.6
		14	766.1	25.6
		18	766.3	23.7
		22	766.6	24.1
11/04/1910	Midday: L=25 01' S	2	765.1	24.4
	G=47 10' W	6	765.1	23.9
		10	766.0	25.9
		14	764.6	26.4
		18	764.5	25.7
		22	765.8	26.7
12/04/1910	Midday: L=23 15' S	2	764.8	25.0
	G=46 00' W	6	764.8	24.9
		10	766.2	25.5
		14	764.5	26.9
		18	765.1	24.7



19/04/1910	Apparielle a 18h. De Rio 	18	758.4	23.9
	pour Pernambouc	22	760.3	22.0
20/04/1910	Midday: L=22 20' S	2	759.9	22.1
	G=48 20' W	6	760.8	22.4
		10	762.7	24.2
		14	761.6	23.9
		18	761.8	24.2
		22	762.8	24.9
21/04/1910	Midday: L=19 27' S	2	761.8	24.9
	G=41 50' W	6	762.0	25.7
		10	763.4	26.0
		14	761.7	26.8
		18	761.0	25.7
		22	762.3	25.4
22/04/1910	Midday: L=16 35' S	2	761.7	24.2
	G=40 30' W	6	761.9	24.7
		10	763.4	26.7
		14	761.6	26.9
		18	760.7	27.1
		22	761.8	26.6
23/04/1910	Midday: L=13 59' S	2	761.2	25.0
	G=39 43' W	6	761.6	25.8
		10	762.9	27.3
		14	761.4	28.6
		18	761.3	27.1
		22	762.1	26.7
24/04/1910	Midday: L=11 12' S	2	760.9	26.2
	G=38 45' W	6	761.4	26.6
		10	762.7	26.9
		14	760.7	28.9
		18	760.9	27.0
		22	762.7	26.6
25/04/1910	Midday: L=8 35' S	2	761.6	25.3
	G=37 15' W	6	761.6	26.1
	Mouille a Pernambouc a 16h.	10	762.9	27.6
		14	761.0	28.3
		18	760.9	27.4
				
				


28/04/1910	Apparielle de Pernambouc	18	761.6	28.3
	pour les Acores a 15h.	22	762.5	26.8
29/04/1910	Midday: L=6 15' S	2	761.5	27.1
	G=35 30' W	6	760.6	26.1
		10	761.6	27.5
		14	760.6	28.4
		18	760.1	28.7
		22	761.4	27.4
30/04/1910	Midday: L=3 40' S	2	760.4	27.2
	G=33 20' W	6	760.1	27.0
		10	761.2	27.5
		14	759.7	28.2
		18	759.8	28.0
		22	760.2	27.3
01/05/1910	Midday: L=1 20' S	2	759.3	27.1
	G=32 40' W	6	759.5	26.7
		10	760.8	27.1
		14	759.3	26.6
		18	759.3	28.4
		22	759.9	26.3
02/05/1910	Midday: L=1 20' N	2	759.7	26.3
	G=31 00' W	6	759.4	26.4
		10	760.5	29.3
		14	758.9	29.6
		18	759.3	26.6
		22	761.7	24.5
03/05/1910	Midday: L=3 10' N	2	760.5	24.5
	G=28 50' W	6	761.3	24.5
		10	762.2	26.4
		14	760.5	27.3
		18	760.6	26.6
		22	762.5	26.8
04/05/1910	Midday: L=5 20' N	2	760.7	26.5
	G=27 50' W	6	761.4	26.4
		10	762.4	26.1
		14	761.5	26.7
		18	760.8	27.1
		22	762.5	26.5
05/05/1910	Midday: L=7 30' N	2	761.5	26.3
	G=27 50' W	6	762.1	26.5
		10	762.5	26.3
		14	761.0	26.8
		18	761.2	26.1
		22	762.6	25.6
06/05/1910	Midday: L=9 30' N	2	761.7	25.4
	G=29 50' W	6	762.5	24.4
		10	763.5	25.6
		14	761.8	24.7
		18	762.5	24.5
		22	763.7	24.2
07/05/1910	Midday: L=11 50' N	2	763.2	23.8
	G=31 30' W	6	763.5	23.8
		10	764.7	24.4
		14	763.2	25.1
		18	763.5	24.4
		22	763.5	23.8
08/05/1910	Midday: L=14 00' N	2	764.7	23.1
	G=32 40' W	6	765.5	21.7
		10	766.5	23.6
		14	765.3	25.4
		18	764.6	24.2
		22	766.5	23.2
09/05/1910	Midday: L=16 30' N	2	766.4	22.5
	G=34 10' W	6	766.3	22.5
		10	767.4	23.1
		14	765.8	24.0
		18	765.9	23.2
		22	767.6	22.4
10/05/1910	Midday: L=19 06' N	2	766.3	22.1
	G=34 56' W	6	766.5	21.7
		10	767.0	26.6
		14	766.0	24.1
		18	766.5	23.0
		22	767.2	22.2
11/05/1910	Midday: L=21 52' N	2	766.0	21.6
	G=35 34' W	6	766.8	20.6
		10	767.7	22.7
		14	766.0	28.8
		18	766.2	23.2
		22	768.2	21.4
12/05/1910	Midday: L=24 40' N	2	767.4	20.6
	G=37 00' W	6	768.0	20.6
		10	768.8	21.8
		14	768.4	22.7
		18	768.5	21.7
		22	769.6	20.1
13/05/1910	Midday: L=27 00' N	2	768.7	19.8
	G=35 05' W	6	769.4	19.6
		10	769.8	20.5
		14	769.5	21.8
		18	770.3	20.5
		22	770.5	20.7
14/05/1910	Midday: L=28 50' N	2	770.5	19.4
	G=35 50' W	6	771.5	19.6
		10	772.4	20.7
		14	771.6	20.2
		18	772.2	19.7
		22	772.6	19.2
15/05/1910	Midday: L=31 15' N	2	771.7	19.0
	G=34 10' W	6	771.8	18.7
		10	771.8	19.7
		14	770.5	19.9
		18	770.4	19.4
		22	770.5	18.6
16/05/1910	Midday: L=32 40' N	2	769.0	18.5
	G=34 00' W	6	768.8	18.2
		10	768.7	19.2
		14	767.6	19.5
		18	766.7	19.0
		22	766.7	18.5
17/05/1910	Midday: L=34 00' N	2	765.7	18.6
	G=31 10' W	6	766.1	18.0
		10	767.2	18.0
		14	767.1	19.2
		18	767.4	19.0
		22	768.4	17.8
18/05/1910	Midday: L=36 00' N	2	768.5	16.0
	G=31 00' W	6	768.8	17.2
		10	769.6	18.0
		14	768.9	18.0
		18	768.6	17.9
		22	768.3	17.8
19/05/1910	Midday: L=37 40' N	2	767.7	17.0
	G=28 20' W	6	768.8	16.9
		10	768.4	16.9
		14	767.8	16.8



23/05/1910	Apparcille de Punta-Delgada	14	770.3	19.1
	pour Guernesey a 11h.	18	770.2	19.7
		22	771.1	17.4
24/05/1910	Midday: L=39 10' N	2	770.7	16.1
	G=24 40' W	6	771.1	16.1
		10	772.6	17.7
		14	771.9	19.1
		18	772.1	18.3
		22	772.5	16.1
25/05/1910	Midday: L=40 45' N	2	772.0	15.8
	G=21 45' W	6	772.0	15.6
		10	772.5	16.1
		14	771.9	16.0
		18	771.7	14.7
		22	772.0	14.4
26/05/1910	Midday: L=42 20' N	2	772.0	14.1
	G=18 45' W	6	771.8	13.6
		10	772.0	13.9
		14	770.9	14.0
		18	770.7	13.8
		22	771.2	14.0
27/05/1910	Midday: L=43 55' N	2	769.9	13.8
	G=15 50' W	6	769.4	13.1
		10	769.2	13.4
		14	768.3	13.9
		18	768.0	14.0
		22	767.7	13.3
28/05/1910	Midday: L=45 30' N	2	767.3	13.2
	G=12 55' W	6	767.4	13.2
		10	767.5	14.1
		14	767.5	14.1
		18	767.3	13.4
		22	768.1	13.2
29/05/1910	Midday: L=47 15' N	2	767.2	13.8
	G=9 40' W	6	766.5	13.7
		10	765.7	14.0
		14	764.6	14.1
		18	762.7	13.4
		22	761.7	13.0
30/05/1910	Midday: L=49 00' N	2	760.8	13.0
	G=6 30' W	6	760.2	12.0
	Mouille a Guernesey a 23h.	10	760.4	12.0
		14	759.6	12.4
		18	758.2	12.4
        
